time_s,current_A
95080,2.9581101120250204
95081,2.9593771279351304
95082,4.297861396709182
95083,4.634390850326912
95084,4.634774654024857
95085,4.6351585560138675
95086,4.635542556336638
95087,4.635926655035906
95088,4.636310852154412
95089,4.636695147734948
95090,4.6370795418203
95091,4.637464034453329
95092,4.3636561622971906
95093,4.361729810959219
95094,4.365467144646166
95095,4.363540734366194
95096,4.36501293289033
95097,1.9881925646975644
95098,1.8458759246851761
95099,1.8470369215763296
95100,1.8515071883262602
95101,1.8559780921445277
95102,1.8538304104056045
95103,1.850579436032479
95104,1.85394745310443
95105,1.8517995797087845
95106,1.8496514544414056
95107,1.8508130322366538
95108,1.855284855659011
95109,1.858653875582755
95110,1.8576093040203587
95111,1.8565646442165993
95112,1.8566234072292522
95113,1.8566821758900625
95114,1.861155410792001
95115,1.8689407228709694
95116,1.8734157052237748
95117,1.870163851532631
95118,1.8735353241132786
95119,1.8746991658322487
95120,1.8846959519221813
95121,1.8924861311679282
95122,1.8892344200534736
95123,1.9025479446409208
95124,1.9202834115896723
95125,1.891627322600739
95126,1.8894795557226016
95127,1.880705191367454
95128,1.8763480662399203
95129,1.883034606414007
95130,1.884199689799894
95131,1.8787376471781227
95132,1.8865298329338827
95133,1.8865905769786415
95134,2.582964015469328
95135,4.349359321245038
95136,4.35423280829705
95137,4.357972909293696
95138,4.352635847406292
95139,4.352972949490987
95140,4.3601200253662835
95141,4.409280454309245
95142,4.441434516679039
95143,4.447467886662907
95144,4.4603223715860585
95145,4.473181770983915
95146,4.476949723088331
95147,4.465937117698361
95148,4.473115498996257
95149,4.466649440750929
95150,2.683037038295792
95151,1.9287905996774244
95152,1.9332808849003063
95153,1.9289184779341397
95154,1.9311957379239575
95155,1.8460813927904964
95156,0.7162305652948616
95157,0.722795181560267
95158,0.7228039889828792
95159,0.717349386702757
95160,0.7162653275163037
95161,0.7184593877226071
95162,0.7184680896510672
95163,0.7195694957283945
95164,0.7184855076966308
95165,0.717401492537447
95166,0.7185029005421208
95167,0.718511604059211
95168,0.719613078625272
95169,0.7174362537228549
95170,0.7185377165173829
95171,0.7196392321828367
95172,0.7229266075207056
95173,0.7152853649420955
95174,0.716386804344746
95175,0.7153026305482105
95176,0.7174970451317937
95177,0.7185986037449603
95178,0.7186073107567721
95179,0.7175231127903534
95180,0.7186247124912354
95181,0.7175404884075783
95182,0.7208280440649214
95183,0.7186508505866114
95184,0.7164735323077277
95185,0.7186682422526698
95186,0.8783927636941072
95187,3.2983274074053544
95188,3.2850298567460583
95189,3.2649919217712022
95190,3.285395716461278
95191,3.2878265745988355
95192,3.286886674155002
95193,3.285946624043744
95194,3.281634901065172
95195,3.269456293608046
95196,3.264019293526298
95197,3.2653242290113744
95198,2.443127871343617
95199,1.8967494884063278
95200,1.901239615394999
95201,1.8968694506627921
95202,1.893606603544494
95203,1.896989191031785
95204,1.894833851760287
95205,1.8960013115623124
95206,1.8971688971516243
95207,1.8994443846570876
95208,1.9039359572638677
95209,1.9084281750080068
95210,1.912921039100352
95211,1.9129820098312142
95212,1.9152592550847571
95213,1.917536871662117
95214,1.9187064003654966
95215,1.9143345775563505
95216,1.9132873761159221
95217,1.9100234349176104
95218,1.9134092884282876
95219,1.9134703064550092
95220,1.911314435262794
95221,1.9147007448289364
95222,1.9103278677073259
95223,1.912605781353671
95224,1.9104497752034906
95225,1.909402414269825
95226,1.9083549638754207
95227,1.9117418839245806
95228,1.910694490181596
95229,1.904103634095697
95230,1.9052730850815949
95231,1.9042252466516523
95232,1.9042860440795322
95233,1.9087821217249579
95234,1.909952082520578
95235,1.9111221710272879
95236,1.9145104501083228
95237,1.9134628994386633
